,target,sms,sms_clean,num_characters,num_words
3463,0,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,bloomberg  message center  447797706009 why wait   apply future http   careers   bloomberg com,101,14
3464,1,i am seeking a lady in the street and a freak in the sheets. Is that you?,seeking lady street freak sheets   is  ,73,19
3465,1,My phone,my phone,8,2
3466,1,"Haha figures, well I found the piece and priscilla's bowl",haha figures   well i found piece priscilla  s bowl,57,12
3467,1,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",actually fuck   whatever   find excuse tampa point january though,106,22
3468,0,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent   we trying contact u  todays draw shows   800 prize guaranteed   call 09050001808 land line   claim m95   valid12hrs,156,32
3469,1,yay! finally lol. i missed our cinema trip last week :-(,yay   finally lol   missed cinema trip last week    ,56,13
3470,1,All day working day:)except saturday and sunday..,all day working day  except saturday sunday   ,49,8
3471,1,aathi..where are you dear..,aathi    dear   ,27,7
3472,1,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,heart empty without love    mind empty without wisdom    eyes r empty without dreams   amp   life empty without frnds    so alwys be in touch   good night   amp   sweet dreams,176,39
3473,1,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",i think i m waiting bus   inform get   ever get  ,90,22
3474,1,You getting back any time soon?,you getting back time soon  ,31,7
3475,1,", how's things? Just a quick question.",   s things   just quick question  ,38,10
3476,1,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended another day   morning come special way   may smile like sunny rays leaves worries blue blue bay   gud mrng,156,34
3477,1,"I can probably come by, everybody's done around  &lt;#&gt;  right?",i probably come   everybody  s done around     lt   gt     right  ,66,17
3478,1,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,i got new year cos yetunde said wanted surprise nt see money returned mid january     lt   gt   day return period ended  ,180,40
3479,1,I can ask around but there's not a lot in terms of mids up here,i ask around  s lot terms mids,63,16
3480,1,Be sure to check your yahoo email. We sent photos yesterday,be sure check yahoo email   we sent photos yesterday,59,12
3481,1,What was she looking for?,what looking  ,25,6
3482,1,Wherre's my boytoy ? :-(,wherre  s boytoy      ,24,6
3483,0,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,do want new video phone750 anytime network mins 150 text five pounds per week call 08000776320 reply delivery tomorrow,148,27
3484,1,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",hello   love   how goes day   i wish well fine babe hope find job prospects   i miss   boytoy       teasing kiss  ,149,37
3485,1,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,tell   bad character u dnt lik   i  ll try change     lt   gt     i add tat 2 new year resolution   waiting ur reply   be frank     good morning  ,165,44
3486,1,No:-)i got rumour that you going to buy apartment in chennai:-),no   i got rumour going buy apartment chennai    ,63,12
3487,1,"Yeah, probably earlier than that",yeah   probably earlier,32,6
3488,1,Change windows logoff sound..,change windows logoff sound   ,29,5
3489,1,Still i have not checked it da. . .,still checked da      ,35,10
3490,1,I'm also came to room.,i  m also came room  ,22,7
3491,1,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,huh got lesson 4 lei n thinkin going sch earlier n tot parkin kent vale      ,105,27
3492,1,Ok.,ok  ,3,2
3493,1,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,i reach office around     lt decimal gt       amp   mobile problem   you cann t get voice   so call asa  ll free,126,31
3494,1,"Cool, text me when you head out",cool   text head,31,8
3495,0,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",you contacted dating service someone know   to find   call land line 09050000878   pobox45w2tg150p,140,28
3496,0,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",wan2 win meet greet westlife 4 u m8   they currently tour   1 unbreakable   2 untamed   3 unkempt   text 1 2 3 83049   cost 50p   std text,161,37
3497,1,Happy birthday... May u find ur prince charming soon n dun work too hard...,happy birthday     may u find ur prince charming soon n dun work hard    ,75,16
3498,1,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",oh   grand bit party n t mention cover charge  s probably first come first served,121,27
3499,1,You said to me before i went back to bed that you can't sleep for anything.,you said went back bed ca n t sleep anything  ,75,18
3500,1,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,i hope arnt pissed would really like see tomorrow   love xxxxxxxxxxxxxx,95,20
3501,0,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,dorothy kiefer com   bank granite issues strong   buy   explosive pick for our members           up over 300                         nasdaq symbol cdgt that   5 00 per   ,156,45
3502,1,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,says     lt   gt     year old man money   i  m last     lt   gt     still waiting check  ,114,32
3503,1,I will come to ur home now,i come ur home,26,7
3504,1,Free any day but i finish at 6 on mon n thurs...,free day finish 6 mon n thurs    ,48,13
3505,1,Will you be here for food,will food,25,6
3506,1,"life alle mone,eppolum oru pole allalo",life alle mone   eppolum oru pole allalo,38,8
3507,1,Nite...,nite    ,7,2
3508,1,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",two fundamentals cool life     walk   like king         or   walk like do nt care   whoever king         gud nyt,125,35
3509,1,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",camera quite good   10 1mega pixels   3optical 5digital dooms   have lovely holiday   safe hope hav good journey   happy new year   see couple weeks  ,189,43
3510,1,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,hi petey noi m ok wanted 2 chat coz avent spoken 2 u 4 long time   hope ur doin alrite have good nit js love ya am x,124,28
3511,1,I just saw ron burgundy captaining a party boat so yeah,i saw ron burgundy captaining party boat yeah,55,11
3512,1,I'm serious. You are in the money base,i  m serious   you money base,38,10
3513,1,Already one guy loving you:-.,already one guy loving you    ,29,6
3514,1,Staff of placement training in Amrita college.,staff placement training amrita college  ,46,8
3515,1,I always chat with you. In fact i need money can you raise me?,i always chat   in fact need money raise  ,62,16
3516,1,I'm job profile seems like bpo..,i  m job profile seems like bpo   ,32,8
3517,1,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",well   i give cos said didn t one nighters   i persevered found one cheap apologise advance   it somewhere sleep nt  ,192,45
3518,1,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",so think actually talk   not call boss morning   i went place last year told could go get car fixed cheaper   he kept telling today much hoped would come back   always regretted getting number   etc  ,287,66
3519,1,Are you willing to go for apps class.,are willing go apps class  ,37,9
3520,1,Hanging out with my brother and his family,hanging brother family,42,8
3521,1,No it will reach by 9 only. She telling she will be there. I dont know,no reach 9   she telling   i nt know,70,19
3522,1,Hey... are you going to quit soon? Xuhui and i working till end of the month ,hey     going quit soon   xuhui working till end month,77,18
3523,1,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",i sorry bout last nite wasn t ur fault   spouse pmt sumthin   u 4give   i think u shldxxxx,114,29
3524,1,Try neva mate!!,try neva mate    ,15,5
3525,1,Yeah that'd pretty much be the best case scenario,yeah  d pretty much best case scenario,49,10
3526,1,I not free today i haf 2 pick my parents up tonite...,i free today haf 2 pick parents tonite    ,53,13
3527,1,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",hey babe   far 2 spun   out 2 spk at da mo     dead 2 da wrld   been sleeping on da sofa all day   had a cool nytho   tx 4 fonin hon   call 2mwen im bk frmcloud 9   j x,159,46
3528,1,Should i send you naughty pix? :),should send naughty pix     ,33,8
3529,0,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",you   1000 winner guaranteed caller prize   final attempt contact   to claim call 09071517866 now   150ppmpobox10183bhamb64xe,149,27
3530,0,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",xmas   new years eve tickets sale club   day 10 till 8 pm   thurs   fri   sat night week   they  re selling fast  ,157,40
3531,1,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",tyler   getting 8th   leave long 9   get like hour  ,87,23
3532,1,Prepare to be pounded every night...,prepare pounded every night    ,36,7
3533,1,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",actually   mobile full msg   and work online   need send     lt   gt     sent msg wil explain u later  ,134,36
3534,1,"Sorry, I'll call later",sorry   i  ll call later,22,6
3535,1,Good evening! How are you?,good evening   how  ,26,7
3536,1,I'm at home. Please call,i  m home   please call,24,7
3537,1,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,oic cos n sis got lunch today dad went     so dunno whether 2 eat sch wat    ,97,25
3538,1,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",mmmmm     it sooooo good wake words morning   love     mmmm fuck     i love   lion       devouring kiss across sea  ,153,37
